Entity: FRA / SP.POP.TOTL
Year: 1960 | Value: 47412964
Year: 1961 | Value: 47905982
Year: 1962 | Value: 48389516
Year: 1963 | Value: 48877567
Year: 1964 | Value: 49401492
Year: 1965 | Value: 49877725
Year: 1966 | Value: 50311637
Year: 1967 | Value: 50722791
Year: 1968 | Value: 51112980
Year: 1969 | Value: 51536014
Year: 1970 | Value: 52007169
Year: 1971 | Value: 52499553
Year: 1972 | Value: 52962356
Year: 1973 | Value: 53392161
Year: 1974 | Value: 53746571
Year: 1975 | Value: 54002853
Year: 1976 | Value: 54232383
Year: 1977 | Value: 54486467
Year: 1978 | Value: 54734030
Year: 1979 | Value: 54979851
Year: 1980 | Value: 55274184
Year: 1981 | Value: 55603353
Year: 1982 | Value: 55806789
Year: 1983 | Value: 56108330
Year: 1984 | Value: 56383085
Year: 1985 | Value: 56665619
Year: 1986 | Value: 56956002
Year: 1987 | Value: 57266167
Year: 1988 | Value: 57598186
Year: 1989 | Value: 57943062
Year: 1990 | Value: 58261012
Year: 1991 | Value: 58554242
Year: 1992 | Value: 58846584
Year: 1993 | Value: 59103094
Year: 1994 | Value: 59324863
Year: 1995 | Value: 59541294
Year: 1996 | Value: 59754504
Year: 1997 | Value: 59968066
Year: 1998 | Value: 60190684
Year: 1999 | Value: 60501986
Year: 2000 | Value: 60918661
Year: 2001 | Value: 61364377
Year: 2002 | Value: 61812142
Year: 2003 | Value: 62249855
Year: 2004 | Value: 62707588
Year: 2005 | Value: 63180854
Year: 2006 | Value: 63622342
Year: 2007 | Value: 64016890
Year: 2008 | Value: 64375116
Year: 2009 | Value: 64706436
Year: 2010 | Value: 65026211
Year: 2011 | Value: 65340830
Year: 2012 | Value: 65657659
Year: 2013 | Value: 65997932
Year: 2014 | Value: 66312067
Year: 2015 | Value: 66548272
Year: 2016 | Value: 66724104
Year: 2017 | Value: 66918020
Year: 2018 | Value: 67158348
Year: 2019 | Value: 67382061
Year: 2020 | Value: 67601110
Year: 2021 | Value: 67842811
Year: 2022 | Value: 68184457
Year: 2023 | Value: 68372286
Year: 2024 | Value: 68551653
Remark: France
Remark: Population, total
