Entity: KAZ / SP.POP.TOTL
Year: 1960 | Value: 9429981
Year: 1961 | Value: 9742085
Year: 1962 | Value: 10058928
Year: 1963 | Value: 10377466
Year: 1964 | Value: 10690309
Year: 1965 | Value: 10993183
Year: 1966 | Value: 11288989
Year: 1967 | Value: 11584428
Year: 1968 | Value: 11879182
Year: 1969 | Value: 12156212
Year: 1970 | Value: 12419057
Year: 1971 | Value: 12684813
Year: 1972 | Value: 12951798
Year: 1973 | Value: 13208121
Year: 1974 | Value: 13454570
Year: 1975 | Value: 13700843
Year: 1976 | Value: 13998738
Year: 1977 | Value: 14353265
Year: 1978 | Value: 14711497
Year: 1979 | Value: 14978696
Year: 1980 | Value: 15152949
Year: 1981 | Value: 15323082
Year: 1982 | Value: 15492595
Year: 1983 | Value: 15665551
Year: 1984 | Value: 15844621
Year: 1985 | Value: 16031090
Year: 1986 | Value: 16262702
Year: 1987 | Value: 16527715
Year: 1988 | Value: 16781168
Year: 1989 | Value: 16997013
Year: 1990 | Value: 17154054
Year: 1991 | Value: 17278600
Year: 1992 | Value: 17332625
Year: 1993 | Value: 17274487
Year: 1994 | Value: 17043771
Year: 1995 | Value: 16730536
Year: 1996 | Value: 16416027
Year: 1997 | Value: 16043251
Year: 1998 | Value: 15647785
Year: 1999 | Value: 15455874
Year: 2000 | Value: 15501103
Year: 2001 | Value: 15575550
Year: 2002 | Value: 15656677
Year: 2003 | Value: 15747380
Year: 2004 | Value: 15850159
Year: 2005 | Value: 15968117
Year: 2006 | Value: 16103716
Year: 2007 | Value: 16257214
Year: 2008 | Value: 16426525
Year: 2009 | Value: 16619846
Year: 2010 | Value: 16836810
Year: 2011 | Value: 17066002
Year: 2012 | Value: 17306106
Year: 2013 | Value: 17556502
Year: 2014 | Value: 17816285
Year: 2015 | Value: 18084169
Year: 2016 | Value: 18363600
Year: 2017 | Value: 18651931
Year: 2018 | Value: 18932727
Year: 2019 | Value: 19209555
Year: 2020 | Value: 19482117
Year: 2021 | Value: 19743603
Year: 2022 | Value: 20034609
Year: 2023 | Value: 20330104
Year: 2024 | Value: 20592571
Remark: Kazakhstan
Remark: Population, total
