Entity: IRN / SP.POP.TOTL
Year: 1960 | Value: 21470434
Year: 1961 | Value: 22125726
Year: 1962 | Value: 22807907
Year: 1963 | Value: 23519005
Year: 1964 | Value: 24262859
Year: 1965 | Value: 25036978
Year: 1966 | Value: 25829270
Year: 1967 | Value: 26628432
Year: 1968 | Value: 27437391
Year: 1969 | Value: 28273482
Year: 1970 | Value: 29145100
Year: 1971 | Value: 30029071
Year: 1972 | Value: 30921179
Year: 1973 | Value: 31839838
Year: 1974 | Value: 32796463
Year: 1975 | Value: 33802973
Year: 1976 | Value: 34837271
Year: 1977 | Value: 35933181
Year: 1978 | Value: 37126535
Year: 1979 | Value: 38424952
Year: 1980 | Value: 39842324
Year: 1981 | Value: 41989312
Year: 1982 | Value: 44272141
Year: 1983 | Value: 46029535
Year: 1984 | Value: 47793998
Year: 1985 | Value: 49582289
Year: 1986 | Value: 51446045
Year: 1987 | Value: 53323493
Year: 1988 | Value: 55072694
Year: 1989 | Value: 56704914
Year: 1990 | Value: 58380092
Year: 1991 | Value: 59986931
Year: 1992 | Value: 61184983
Year: 1993 | Value: 61403543
Year: 1994 | Value: 61520598
Year: 1995 | Value: 62205567
Year: 1996 | Value: 62881300
Year: 1997 | Value: 63639638
Year: 1998 | Value: 64519859
Year: 1999 | Value: 65445391
Year: 2000 | Value: 66418659
Year: 2001 | Value: 67452005
Year: 2002 | Value: 68011317
Year: 2003 | Value: 68769340
Year: 2004 | Value: 70256316
Year: 2005 | Value: 71828455
Year: 2006 | Value: 73392747
Year: 2007 | Value: 74602648
Year: 2008 | Value: 75514204
Year: 2009 | Value: 76457825
Year: 2010 | Value: 77420842
Year: 2011 | Value: 78383598
Year: 2012 | Value: 79370580
Year: 2013 | Value: 80414686
Year: 2014 | Value: 81502045
Year: 2015 | Value: 82619362
Year: 2016 | Value: 83812228
Year: 2017 | Value: 85026754
Year: 2018 | Value: 86117998
Year: 2019 | Value: 87051648
Year: 2020 | Value: 87723443
Year: 2021 | Value: 88455488
Year: 2022 | Value: 89524246
Year: 2023 | Value: 90608707
Year: 2024 | Value: 91567738
Remark: Iran, Islamic Rep.
Remark: Population, total
