Entity: USA / SP.POP.TOTL
Year: 1960 | Value: 180671000
Year: 1961 | Value: 183691000
Year: 1962 | Value: 186538000
Year: 1963 | Value: 189242000
Year: 1964 | Value: 191889000
Year: 1965 | Value: 194303000
Year: 1966 | Value: 196560000
Year: 1967 | Value: 198712000
Year: 1968 | Value: 200706000
Year: 1969 | Value: 202677000
Year: 1970 | Value: 205052000
Year: 1971 | Value: 207661000
Year: 1972 | Value: 209896000
Year: 1973 | Value: 211909000
Year: 1974 | Value: 213854000
Year: 1975 | Value: 215973000
Year: 1976 | Value: 218035000
Year: 1977 | Value: 220239000
Year: 1978 | Value: 222585000
Year: 1979 | Value: 225055000
Year: 1980 | Value: 227225000
Year: 1981 | Value: 229466000
Year: 1982 | Value: 231664000
Year: 1983 | Value: 233792000
Year: 1984 | Value: 235825000
Year: 1985 | Value: 237924000
Year: 1986 | Value: 240133000
Year: 1987 | Value: 242289000
Year: 1988 | Value: 244499000
Year: 1989 | Value: 246819000
Year: 1990 | Value: 249623000
Year: 1991 | Value: 252981000
Year: 1992 | Value: 256514000
Year: 1993 | Value: 259919000
Year: 1994 | Value: 263126000
Year: 1995 | Value: 266278000
Year: 1996 | Value: 269394000
Year: 1997 | Value: 272657000
Year: 1998 | Value: 275854000
Year: 1999 | Value: 279040000
Year: 2000 | Value: 282162411
Year: 2001 | Value: 284968955
Year: 2002 | Value: 287625193
Year: 2003 | Value: 290107933
Year: 2004 | Value: 292805298
Year: 2005 | Value: 295516599
Year: 2006 | Value: 298379912
Year: 2007 | Value: 301231207
Year: 2008 | Value: 304093966
Year: 2009 | Value: 306771529
Year: 2010 | Value: 309378227
Year: 2011 | Value: 311839461
Year: 2012 | Value: 314339099
Year: 2013 | Value: 316726282
Year: 2014 | Value: 319257560
Year: 2015 | Value: 321815121
Year: 2016 | Value: 324353340
Year: 2017 | Value: 326608609
Year: 2018 | Value: 328529577
Year: 2019 | Value: 330226227
Year: 2020 | Value: 331577720
Year: 2021 | Value: 332099760
Year: 2022 | Value: 334017321
Year: 2023 | Value: 336806231
Year: 2024 | Value: 340110988
Remark: United States
Remark: Population, total
