Entity: PYF / SP.POP.TOTL
Year: 1960 | Value: 83671
Year: 1961 | Value: 85434
Year: 1962 | Value: 87261
Year: 1963 | Value: 89737
Year: 1964 | Value: 92823
Year: 1965 | Value: 96017
Year: 1966 | Value: 99320
Year: 1967 | Value: 102754
Year: 1968 | Value: 106353
Year: 1969 | Value: 110111
Year: 1970 | Value: 114010
Year: 1971 | Value: 117945
Year: 1972 | Value: 121886
Year: 1973 | Value: 125897
Year: 1974 | Value: 129960
Year: 1975 | Value: 134045
Year: 1976 | Value: 138114
Year: 1977 | Value: 142313
Year: 1978 | Value: 146821
Year: 1979 | Value: 151569
Year: 1980 | Value: 156471
Year: 1981 | Value: 161506
Year: 1982 | Value: 166646
Year: 1983 | Value: 171750
Year: 1984 | Value: 176469
Year: 1985 | Value: 180988
Year: 1986 | Value: 185669
Year: 1987 | Value: 190449
Year: 1988 | Value: 195193
Year: 1989 | Value: 199643
Year: 1990 | Value: 203776
Year: 1991 | Value: 207744
Year: 1992 | Value: 211559
Year: 1993 | Value: 215219
Year: 1994 | Value: 218738
Year: 1995 | Value: 222118
Year: 1996 | Value: 225489
Year: 1997 | Value: 229121
Year: 1998 | Value: 232891
Year: 1999 | Value: 236595
Year: 2000 | Value: 240337
Year: 2001 | Value: 244097
Year: 2002 | Value: 247775
Year: 2003 | Value: 251637
Year: 2004 | Value: 255654
Year: 2005 | Value: 259507
Year: 2006 | Value: 263223
Year: 2007 | Value: 266438
Year: 2008 | Value: 268379
Year: 2009 | Value: 269481
Year: 2010 | Value: 270580
Year: 2011 | Value: 271727
Year: 2012 | Value: 273084
Year: 2013 | Value: 274728
Year: 2014 | Value: 276387
Year: 2015 | Value: 277866
Year: 2016 | Value: 279178
Year: 2017 | Value: 280087
Year: 2018 | Value: 279815
Year: 2019 | Value: 279034
Year: 2020 | Value: 279209
Year: 2021 | Value: 279792
Year: 2022 | Value: 280378
Year: 2023 | Value: 281118
Year: 2024 | Value: 281807
Remark: French Polynesia
Remark: Population, total
