Entity: VGB / SP.POP.TOTL
Year: 1960 | Value: 7950
Year: 1961 | Value: 8034
Year: 1962 | Value: 8070
Year: 1963 | Value: 8114
Year: 1964 | Value: 8168
Year: 1965 | Value: 8257
Year: 1966 | Value: 8413
Year: 1967 | Value: 8646
Year: 1968 | Value: 9000
Year: 1969 | Value: 9533
Year: 1970 | Value: 9933
Year: 1971 | Value: 10095
Year: 1972 | Value: 10235
Year: 1973 | Value: 10367
Year: 1974 | Value: 10494
Year: 1975 | Value: 10606
Year: 1976 | Value: 10709
Year: 1977 | Value: 10800
Year: 1978 | Value: 10886
Year: 1979 | Value: 10965
Year: 1980 | Value: 11130
Year: 1981 | Value: 11479
Year: 1982 | Value: 11921
Year: 1983 | Value: 12370
Year: 1984 | Value: 12820
Year: 1985 | Value: 13269
Year: 1986 | Value: 13726
Year: 1987 | Value: 14194
Year: 1988 | Value: 14680
Year: 1989 | Value: 15180
Year: 1990 | Value: 15704
Year: 1991 | Value: 16187
Year: 1992 | Value: 16593
Year: 1993 | Value: 16989
Year: 1994 | Value: 17406
Year: 1995 | Value: 17840
Year: 1996 | Value: 18287
Year: 1997 | Value: 18756
Year: 1998 | Value: 19238
Year: 1999 | Value: 19730
Year: 2000 | Value: 20241
Year: 2001 | Value: 20796
Year: 2002 | Value: 21430
Year: 2003 | Value: 22134
Year: 2004 | Value: 22881
Year: 2005 | Value: 23665
Year: 2006 | Value: 24493
Year: 2007 | Value: 25366
Year: 2008 | Value: 26288
Year: 2009 | Value: 27218
Year: 2010 | Value: 27675
Year: 2011 | Value: 28710
Year: 2012 | Value: 30345
Year: 2013 | Value: 31703
Year: 2014 | Value: 32962
Year: 2015 | Value: 34498
Year: 2016 | Value: 33878
Year: 2017 | Value: 32699
Year: 2018 | Value: 34657
Year: 2019 | Value: 36395
Year: 2020 | Value: 37135
Year: 2021 | Value: 37809
Year: 2022 | Value: 38319
Year: 2023 | Value: 38985
Year: 2024 | Value: 39471
Remark: British Virgin Islands
Remark: Population, total
