Entity: JAM / SP.POP.TOTL
Year: 1960 | Value: 1650005
Year: 1961 | Value: 1673261
Year: 1962 | Value: 1696932
Year: 1963 | Value: 1721099
Year: 1964 | Value: 1745568
Year: 1965 | Value: 1769192
Year: 1966 | Value: 1791475
Year: 1967 | Value: 1812865
Year: 1968 | Value: 1833765
Year: 1969 | Value: 1855127
Year: 1970 | Value: 1878196
Year: 1971 | Value: 1903728
Year: 1972 | Value: 1931542
Year: 1973 | Value: 1961219
Year: 1974 | Value: 1990906
Year: 1975 | Value: 2018981
Year: 1976 | Value: 2045578
Year: 1977 | Value: 2070657
Year: 1978 | Value: 2094836
Year: 1979 | Value: 2119486
Year: 1980 | Value: 2145658
Year: 1981 | Value: 2173818
Year: 1982 | Value: 2203889
Year: 1983 | Value: 2234832
Year: 1984 | Value: 2264562
Year: 1985 | Value: 2290656
Year: 1986 | Value: 2312125
Year: 1987 | Value: 2329813
Year: 1988 | Value: 2345777
Year: 1989 | Value: 2361916
Year: 1990 | Value: 2379877
Year: 1991 | Value: 2400869
Year: 1992 | Value: 2424701
Year: 1993 | Value: 2449916
Year: 1994 | Value: 2475220
Year: 1995 | Value: 2500151
Year: 1996 | Value: 2524463
Year: 1997 | Value: 2547848
Year: 1998 | Value: 2569736
Year: 1999 | Value: 2589795
Year: 2000 | Value: 2607826
Year: 2001 | Value: 2624403
Year: 2002 | Value: 2640572
Year: 2003 | Value: 2656623
Year: 2004 | Value: 2672225
Year: 2005 | Value: 2687066
Year: 2006 | Value: 2700968
Year: 2007 | Value: 2713800
Year: 2008 | Value: 2725635
Year: 2009 | Value: 2736995
Year: 2010 | Value: 2748568
Year: 2011 | Value: 2760494
Year: 2012 | Value: 2772430
Year: 2013 | Value: 2783687
Year: 2014 | Value: 2793749
Year: 2015 | Value: 2802534
Year: 2016 | Value: 2809915
Year: 2017 | Value: 2815764
Year: 2018 | Value: 2820097
Year: 2019 | Value: 2823271
Year: 2020 | Value: 2830739
Year: 2021 | Value: 2837682
Year: 2022 | Value: 2839144
Year: 2023 | Value: 2839786
Year: 2024 | Value: 2839175
Remark: Jamaica
Remark: Population, total
