Entity: UGA / SP.POP.TOTL
Year: 1960 | Value: 7640973
Year: 1961 | Value: 7862217
Year: 1962 | Value: 8092231
Year: 1963 | Value: 8333663
Year: 1964 | Value: 8586363
Year: 1965 | Value: 8849203
Year: 1966 | Value: 9122864
Year: 1967 | Value: 9408924
Year: 1968 | Value: 9708632
Year: 1969 | Value: 10014858
Year: 1970 | Value: 10321603
Year: 1971 | Value: 10618206
Year: 1972 | Value: 10885796
Year: 1973 | Value: 11144236
Year: 1974 | Value: 11424846
Year: 1975 | Value: 11725240
Year: 1976 | Value: 12037294
Year: 1977 | Value: 12359669
Year: 1978 | Value: 12692113
Year: 1979 | Value: 13002163
Year: 1980 | Value: 13275741
Year: 1981 | Value: 13556452
Year: 1982 | Value: 13873631
Year: 1983 | Value: 14221881
Year: 1984 | Value: 14607677
Year: 1985 | Value: 15023681
Year: 1986 | Value: 15467579
Year: 1987 | Value: 15954170
Year: 1988 | Value: 16470483
Year: 1989 | Value: 17010698
Year: 1990 | Value: 17569897
Year: 1991 | Value: 18155901
Year: 1992 | Value: 18785032
Year: 1993 | Value: 19445161
Year: 1994 | Value: 20108801
Year: 1995 | Value: 20665667
Year: 1996 | Value: 21231550
Year: 1997 | Value: 21856046
Year: 1998 | Value: 22515806
Year: 1999 | Value: 23257281
Year: 2000 | Value: 24000150
Year: 2001 | Value: 24745676
Year: 2002 | Value: 25532870
Year: 2003 | Value: 26352124
Year: 2004 | Value: 27154515
Year: 2005 | Value: 27963289
Year: 2006 | Value: 28794003
Year: 2007 | Value: 29653430
Year: 2008 | Value: 30539553
Year: 2009 | Value: 31451151
Year: 2010 | Value: 32390802
Year: 2011 | Value: 33354543
Year: 2012 | Value: 34337438
Year: 2013 | Value: 35337042
Year: 2014 | Value: 36395539
Year: 2015 | Value: 37531446
Year: 2016 | Value: 38799152
Year: 2017 | Value: 40177388
Year: 2018 | Value: 41565831
Year: 2019 | Value: 42999637
Year: 2020 | Value: 44457152
Year: 2021 | Value: 45910930
Year: 2022 | Value: 47312719
Year: 2023 | Value: 48656601
Year: 2024 | Value: 50015092
Remark: Uganda
Remark: Population, total
