Entity: BFA / SP.POP.TOTL
Year: 1960 | Value: 4778621
Year: 1961 | Value: 4848224
Year: 1962 | Value: 4919672
Year: 1963 | Value: 4993623
Year: 1964 | Value: 5071034
Year: 1965 | Value: 5152833
Year: 1966 | Value: 5237933
Year: 1967 | Value: 5326348
Year: 1968 | Value: 5418644
Year: 1969 | Value: 5513177
Year: 1970 | Value: 5610304
Year: 1971 | Value: 5707999
Year: 1972 | Value: 5807234
Year: 1973 | Value: 5911927
Year: 1974 | Value: 6024904
Year: 1975 | Value: 6147569
Year: 1976 | Value: 6280635
Year: 1977 | Value: 6428734
Year: 1978 | Value: 6590984
Year: 1979 | Value: 6763903
Year: 1980 | Value: 6947900
Year: 1981 | Value: 7140271
Year: 1982 | Value: 7340197
Year: 1983 | Value: 7551129
Year: 1984 | Value: 7772256
Year: 1985 | Value: 7999935
Year: 1986 | Value: 8228847
Year: 1987 | Value: 8457109
Year: 1988 | Value: 8687435
Year: 1989 | Value: 8921175
Year: 1990 | Value: 9159356
Year: 1991 | Value: 9394632
Year: 1992 | Value: 9629275
Year: 1993 | Value: 9871713
Year: 1994 | Value: 10123798
Year: 1995 | Value: 10386722
Year: 1996 | Value: 10655942
Year: 1997 | Value: 10934223
Year: 1998 | Value: 11240664
Year: 1999 | Value: 11574928
Year: 2000 | Value: 11925546
Year: 2001 | Value: 12295001
Year: 2002 | Value: 12680897
Year: 2003 | Value: 13082532
Year: 2004 | Value: 13500533
Year: 2005 | Value: 13932123
Year: 2006 | Value: 14373707
Year: 2007 | Value: 14816307
Year: 2008 | Value: 15258093
Year: 2009 | Value: 15710066
Year: 2010 | Value: 16176498
Year: 2011 | Value: 16661908
Year: 2012 | Value: 17172287
Year: 2013 | Value: 17695409
Year: 2014 | Value: 18229461
Year: 2015 | Value: 18777487
Year: 2016 | Value: 19334856
Year: 2017 | Value: 19894407
Year: 2018 | Value: 20438288
Year: 2019 | Value: 20961952
Year: 2020 | Value: 21478690
Year: 2021 | Value: 21995243
Year: 2022 | Value: 22509038
Year: 2023 | Value: 23025776
Year: 2024 | Value: 23548781
Remark: Burkina Faso
Remark: Population, total
