Entity: IBT / SP.POP.TOTL
Year: 1960 | Value: 2289192009
Year: 1961 | Value: 2321079191
Year: 1962 | Value: 2366117598
Year: 1963 | Value: 2423348992
Year: 1964 | Value: 2481068241
Year: 1965 | Value: 2539564344
Year: 1966 | Value: 2600930009
Year: 1967 | Value: 2662674586
Year: 1968 | Value: 2726203260
Year: 1969 | Value: 2791883177
Year: 1970 | Value: 2859123476
Year: 1971 | Value: 2926951963
Year: 1972 | Value: 2994028911
Year: 1973 | Value: 3062266606
Year: 1974 | Value: 3130418531
Year: 1975 | Value: 3197494325
Year: 1976 | Value: 3264075702
Year: 1977 | Value: 3330218383
Year: 1978 | Value: 3397524507
Year: 1979 | Value: 3466649271
Year: 1980 | Value: 3536954994
Year: 1981 | Value: 3609089669
Year: 1982 | Value: 3685043956
Year: 1983 | Value: 3762109361
Year: 1984 | Value: 3839296592
Year: 1985 | Value: 3918002286
Year: 1986 | Value: 3998725110
Year: 1987 | Value: 4081589183
Year: 1988 | Value: 4165012459
Year: 1989 | Value: 4248240134
Year: 1990 | Value: 4330689753
Year: 1991 | Value: 4411587746
Year: 1992 | Value: 4491324220
Year: 1993 | Value: 4570777029
Year: 1994 | Value: 4649243135
Year: 1995 | Value: 4727566480
Year: 1996 | Value: 4806199043
Year: 1997 | Value: 4884731621
Year: 1998 | Value: 4963254080
Year: 1999 | Value: 5040645749
Year: 2000 | Value: 5116723507
Year: 2001 | Value: 5192348770
Year: 2002 | Value: 5267145775
Year: 2003 | Value: 5341840046
Year: 2004 | Value: 5417128229
Year: 2005 | Value: 5492481030
Year: 2006 | Value: 5568236362
Year: 2007 | Value: 5643505923
Year: 2008 | Value: 5720065907
Year: 2009 | Value: 5797994405
Year: 2010 | Value: 5876645582
Year: 2011 | Value: 5956718993
Year: 2012 | Value: 6038958543
Year: 2013 | Value: 6120456890
Year: 2014 | Value: 6201607778
Year: 2015 | Value: 6280961830
Year: 2016 | Value: 6360153661
Year: 2017 | Value: 6440011821
Year: 2018 | Value: 6518058354
Year: 2019 | Value: 6594216452
Year: 2020 | Value: 6666470352
Year: 2021 | Value: 6732651035
Year: 2022 | Value: 6794724390
Year: 2023 | Value: 6858521511
Year: 2024 | Value: 6926222113
Remark: IDA & IBRD total
Remark: Population, total
