Entity: IBT / SH.STA.MMRT
Year: 1985 | Value: 494
Year: 1986 | Value: 470
Year: 1987 | Value: 461
Year: 1988 | Value: 446
Year: 1989 | Value: 433
Year: 1990 | Value: 423
Year: 1991 | Value: 427
Year: 1992 | Value: 428
Year: 1993 | Value: 421
Year: 1994 | Value: 413
Year: 1995 | Value: 402
Year: 1996 | Value: 396
Year: 1997 | Value: 388
Year: 1998 | Value: 390
Year: 1999 | Value: 368
Year: 2000 | Value: 355
Year: 2001 | Value: 347
Year: 2002 | Value: 336
Year: 2003 | Value: 325
Year: 2004 | Value: 314
Year: 2005 | Value: 305
Year: 2006 | Value: 298
Year: 2007 | Value: 290
Year: 2008 | Value: 284
Year: 2009 | Value: 278
Year: 2010 | Value: 272
Year: 2011 | Value: 264
Year: 2012 | Value: 254
Year: 2013 | Value: 250
Year: 2014 | Value: 245
Year: 2015 | Value: 241
Year: 2016 | Value: 232
Year: 2017 | Value: 225
Year: 2018 | Value: 221
Year: 2019 | Value: 216
Year: 2020 | Value: 219
Year: 2021 | Value: 247
Year: 2022 | Value: 209
Year: 2023 | Value: 202
Remark: IDA & IBRD total
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
