Entity: IDB / SH.STA.MMRT
Year: 1985 | Value: 824
Year: 1986 | Value: 801
Year: 1987 | Value: 785
Year: 1988 | Value: 760
Year: 1989 | Value: 742
Year: 1990 | Value: 725
Year: 1991 | Value: 718
Year: 1992 | Value: 707
Year: 1993 | Value: 695
Year: 1994 | Value: 696
Year: 1995 | Value: 695
Year: 1996 | Value: 692
Year: 1997 | Value: 689
Year: 1998 | Value: 686
Year: 1999 | Value: 672
Year: 2000 | Value: 656
Year: 2001 | Value: 651
Year: 2002 | Value: 641
Year: 2003 | Value: 627
Year: 2004 | Value: 615
Year: 2005 | Value: 607
Year: 2006 | Value: 601
Year: 2007 | Value: 593
Year: 2008 | Value: 594
Year: 2009 | Value: 595
Year: 2010 | Value: 596
Year: 2011 | Value: 599
Year: 2012 | Value: 603
Year: 2013 | Value: 605
Year: 2014 | Value: 603
Year: 2015 | Value: 602
Year: 2016 | Value: 590
Year: 2017 | Value: 576
Year: 2018 | Value: 561
Year: 2019 | Value: 543
Year: 2020 | Value: 531
Year: 2021 | Value: 534
Year: 2022 | Value: 500
Year: 2023 | Value: 487
Remark: IDA blend
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
