Entity: IBD / SH.STA.MMRT
Year: 1985 | Value: 323
Year: 1986 | Value: 304
Year: 1987 | Value: 287
Year: 1988 | Value: 277
Year: 1989 | Value: 265
Year: 1990 | Value: 254
Year: 1991 | Value: 254
Year: 1992 | Value: 248
Year: 1993 | Value: 242
Year: 1994 | Value: 237
Year: 1995 | Value: 231
Year: 1996 | Value: 226
Year: 1997 | Value: 219
Year: 1998 | Value: 213
Year: 1999 | Value: 207
Year: 2000 | Value: 198
Year: 2001 | Value: 194
Year: 2002 | Value: 184
Year: 2003 | Value: 176
Year: 2004 | Value: 168
Year: 2005 | Value: 158
Year: 2006 | Value: 149
Year: 2007 | Value: 140
Year: 2008 | Value: 132
Year: 2009 | Value: 123
Year: 2010 | Value: 115
Year: 2011 | Value: 108
Year: 2012 | Value: 100
Year: 2013 | Value: 94
Year: 2014 | Value: 88
Year: 2015 | Value: 84
Year: 2016 | Value: 80
Year: 2017 | Value: 75
Year: 2018 | Value: 75
Year: 2019 | Value: 73
Year: 2020 | Value: 79
Year: 2021 | Value: 113
Year: 2022 | Value: 74
Year: 2023 | Value: 67
Remark: IBRD only
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
