Entity: RUS / SH.STA.MMRT
Year: 1985 | Value: 81
Year: 1986 | Value: 69
Year: 1987 | Value: 65
Year: 1988 | Value: 63
Year: 1989 | Value: 61
Year: 1990 | Value: 58
Year: 1991 | Value: 57
Year: 1992 | Value: 62
Year: 1993 | Value: 76
Year: 1994 | Value: 85
Year: 1995 | Value: 82
Year: 1996 | Value: 69
Year: 1997 | Value: 59
Year: 1998 | Value: 53
Year: 1999 | Value: 53
Year: 2000 | Value: 51
Year: 2001 | Value: 48
Year: 2002 | Value: 47
Year: 2003 | Value: 45
Year: 2004 | Value: 41
Year: 2005 | Value: 38
Year: 2006 | Value: 32
Year: 2007 | Value: 29
Year: 2008 | Value: 27
Year: 2009 | Value: 24
Year: 2010 | Value: 23
Year: 2011 | Value: 19
Year: 2012 | Value: 18
Year: 2013 | Value: 16
Year: 2014 | Value: 16
Year: 2015 | Value: 15
Year: 2016 | Value: 14
Year: 2017 | Value: 12
Year: 2018 | Value: 12
Year: 2019 | Value: 12
Year: 2020 | Value: 19
Year: 2021 | Value: 21
Year: 2022 | Value: 13
Year: 2023 | Value: 9
Remark: Russian Federation
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
