Entity: ESP / SH.STA.MMRT
Year: 1985 | Value: 6
Year: 1986 | Value: 7
Year: 1987 | Value: 7
Year: 1988 | Value: 7
Year: 1989 | Value: 7
Year: 1990 | Value: 6
Year: 1991 | Value: 6
Year: 1992 | Value: 6
Year: 1993 | Value: 6
Year: 1994 | Value: 6
Year: 1995 | Value: 6
Year: 1996 | Value: 6
Year: 1997 | Value: 5
Year: 1998 | Value: 5
Year: 1999 | Value: 5
Year: 2000 | Value: 5
Year: 2001 | Value: 5
Year: 2002 | Value: 5
Year: 2003 | Value: 4
Year: 2004 | Value: 5
Year: 2005 | Value: 5
Year: 2006 | Value: 4
Year: 2007 | Value: 4
Year: 2008 | Value: 4
Year: 2009 | Value: 4
Year: 2010 | Value: 4
Year: 2011 | Value: 4
Year: 2012 | Value: 4
Year: 2013 | Value: 4
Year: 2014 | Value: 4
Year: 2015 | Value: 4
Year: 2016 | Value: 3
Year: 2017 | Value: 3
Year: 2018 | Value: 3
Year: 2019 | Value: 3
Year: 2020 | Value: 4
Year: 2021 | Value: 4
Year: 2022 | Value: 4
Year: 2023 | Value: 3
Remark: Spain
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
