Entity: PNG / SH.STA.MMRT
Year: 1985 | Value: 393
Year: 1986 | Value: 386
Year: 1987 | Value: 379
Year: 1988 | Value: 377
Year: 1989 | Value: 369
Year: 1990 | Value: 360
Year: 1991 | Value: 354
Year: 1992 | Value: 340
Year: 1993 | Value: 333
Year: 1994 | Value: 324
Year: 1995 | Value: 318
Year: 1996 | Value: 316
Year: 1997 | Value: 316
Year: 1998 | Value: 325
Year: 1999 | Value: 321
Year: 2000 | Value: 323
Year: 2001 | Value: 325
Year: 2002 | Value: 329
Year: 2003 | Value: 328
Year: 2004 | Value: 326
Year: 2005 | Value: 326
Year: 2006 | Value: 325
Year: 2007 | Value: 326
Year: 2008 | Value: 315
Year: 2009 | Value: 302
Year: 2010 | Value: 289
Year: 2011 | Value: 271
Year: 2012 | Value: 257
Year: 2013 | Value: 243
Year: 2014 | Value: 232
Year: 2015 | Value: 221
Year: 2016 | Value: 214
Year: 2017 | Value: 207
Year: 2018 | Value: 205
Year: 2019 | Value: 199
Year: 2020 | Value: 194
Year: 2021 | Value: 223
Year: 2022 | Value: 189
Year: 2023 | Value: 189
Remark: Papua New Guinea
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
