Entity: SSD / SH.STA.MMRT
Year: 1985 | Value: 3845
Year: 1986 | Value: 3720
Year: 1987 | Value: 8045
Year: 1988 | Value: 5535
Year: 1989 | Value: 5103
Year: 1990 | Value: 4877
Year: 1991 | Value: 4764
Year: 1992 | Value: 7597
Year: 1993 | Value: 7537
Year: 1994 | Value: 1666
Year: 1995 | Value: 4430
Year: 1996 | Value: 4357
Year: 1997 | Value: 4172
Year: 1998 | Value: 7514
Year: 1999 | Value: 2048
Year: 2000 | Value: 1658
Year: 2001 | Value: 1580
Year: 2002 | Value: 1521
Year: 2003 | Value: 1199
Year: 2004 | Value: 1150
Year: 2005 | Value: 1074
Year: 2006 | Value: 1005
Year: 2007 | Value: 933
Year: 2008 | Value: 858
Year: 2009 | Value: 823
Year: 2010 | Value: 776
Year: 2011 | Value: 770
Year: 2012 | Value: 755
Year: 2013 | Value: 771
Year: 2014 | Value: 1216
Year: 2015 | Value: 1436
Year: 2016 | Value: 1629
Year: 2017 | Value: 1662
Year: 2018 | Value: 913
Year: 2019 | Value: 745
Year: 2020 | Value: 729
Year: 2021 | Value: 749
Year: 2022 | Value: 704
Year: 2023 | Value: 692
Remark: South Sudan
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
