Entity: LTE / SH.STA.MMRT
Year: 1985 | Value: 136
Year: 1986 | Value: 127
Year: 1987 | Value: 121
Year: 1988 | Value: 114
Year: 1989 | Value: 109
Year: 1990 | Value: 106
Year: 1991 | Value: 98
Year: 1992 | Value: 93
Year: 1993 | Value: 89
Year: 1994 | Value: 86
Year: 1995 | Value: 82
Year: 1996 | Value: 77
Year: 1997 | Value: 73
Year: 1998 | Value: 69
Year: 1999 | Value: 66
Year: 2000 | Value: 63
Year: 2001 | Value: 60
Year: 2002 | Value: 57
Year: 2003 | Value: 54
Year: 2004 | Value: 52
Year: 2005 | Value: 50
Year: 2006 | Value: 48
Year: 2007 | Value: 46
Year: 2008 | Value: 45
Year: 2009 | Value: 42
Year: 2010 | Value: 41
Year: 2011 | Value: 39
Year: 2012 | Value: 37
Year: 2013 | Value: 36
Year: 2014 | Value: 35
Year: 2015 | Value: 34
Year: 2016 | Value: 32
Year: 2017 | Value: 31
Year: 2018 | Value: 31
Year: 2019 | Value: 30
Year: 2020 | Value: 35
Year: 2021 | Value: 46
Year: 2022 | Value: 39
Year: 2023 | Value: 30
Remark: Late-demographic dividend
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
