Entity: LBY / SH.STA.MMRT
Year: 1985 | Value: 86
Year: 1986 | Value: 82
Year: 1987 | Value: 77
Year: 1988 | Value: 74
Year: 1989 | Value: 70
Year: 1990 | Value: 67
Year: 1991 | Value: 64
Year: 1992 | Value: 61
Year: 1993 | Value: 60
Year: 1994 | Value: 59
Year: 1995 | Value: 59
Year: 1996 | Value: 61
Year: 1997 | Value: 64
Year: 1998 | Value: 67
Year: 1999 | Value: 69
Year: 2000 | Value: 71
Year: 2001 | Value: 71
Year: 2002 | Value: 69
Year: 2003 | Value: 68
Year: 2004 | Value: 67
Year: 2005 | Value: 66
Year: 2006 | Value: 66
Year: 2007 | Value: 67
Year: 2008 | Value: 68
Year: 2009 | Value: 70
Year: 2010 | Value: 71
Year: 2011 | Value: 81
Year: 2012 | Value: 74
Year: 2013 | Value: 75
Year: 2014 | Value: 77
Year: 2015 | Value: 76
Year: 2016 | Value: 74
Year: 2017 | Value: 69
Year: 2018 | Value: 66
Year: 2019 | Value: 65
Year: 2020 | Value: 71
Year: 2021 | Value: 98
Year: 2022 | Value: 60
Year: 2023 | Value: 59
Remark: Libya
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
