Entity: GUY / SH.STA.MMRT
Year: 1985 | Value: 241
Year: 1986 | Value: 238
Year: 1987 | Value: 234
Year: 1988 | Value: 230
Year: 1989 | Value: 227
Year: 1990 | Value: 224
Year: 1991 | Value: 219
Year: 1992 | Value: 208
Year: 1993 | Value: 205
Year: 1994 | Value: 204
Year: 1995 | Value: 207
Year: 1996 | Value: 202
Year: 1997 | Value: 195
Year: 1998 | Value: 184
Year: 1999 | Value: 178
Year: 2000 | Value: 171
Year: 2001 | Value: 163
Year: 2002 | Value: 164
Year: 2003 | Value: 164
Year: 2004 | Value: 162
Year: 2005 | Value: 166
Year: 2006 | Value: 167
Year: 2007 | Value: 158
Year: 2008 | Value: 153
Year: 2009 | Value: 146
Year: 2010 | Value: 141
Year: 2011 | Value: 135
Year: 2012 | Value: 133
Year: 2013 | Value: 128
Year: 2014 | Value: 121
Year: 2015 | Value: 117
Year: 2016 | Value: 114
Year: 2017 | Value: 110
Year: 2018 | Value: 105
Year: 2019 | Value: 107
Year: 2020 | Value: 109
Year: 2021 | Value: 189
Year: 2022 | Value: 83
Year: 2023 | Value: 75
Remark: Guyana
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
