Entity: KNA / SH.STA.MMRT
Year: 1985 | Value: 290
Year: 1986 | Value: 285
Year: 1987 | Value: 302
Year: 1988 | Value: 308
Year: 1989 | Value: 316
Year: 1990 | Value: 302
Year: 1991 | Value: 280
Year: 1992 | Value: 255
Year: 1993 | Value: 225
Year: 1994 | Value: 205
Year: 1995 | Value: 204
Year: 1996 | Value: 194
Year: 1997 | Value: 194
Year: 1998 | Value: 193
Year: 1999 | Value: 164
Year: 2000 | Value: 143
Year: 2001 | Value: 131
Year: 2002 | Value: 115
Year: 2003 | Value: 111
Year: 2004 | Value: 104
Year: 2005 | Value: 102
Year: 2006 | Value: 99
Year: 2007 | Value: 96
Year: 2008 | Value: 95
Year: 2009 | Value: 93
Year: 2010 | Value: 92
Year: 2011 | Value: 90
Year: 2012 | Value: 88
Year: 2013 | Value: 82
Year: 2014 | Value: 82
Year: 2015 | Value: 76
Year: 2016 | Value: 75
Year: 2017 | Value: 74
Year: 2018 | Value: 78
Year: 2019 | Value: 74
Year: 2020 | Value: 80
Year: 2021 | Value: 111
Year: 2022 | Value: 99
Year: 2023 | Value: 74
Remark: St. Kitts and Nevis
Remark: Maternal mortality ratio (modeled estimate, per 100,000 live births)
