Record: South Sudan (SSD), indicator=Total_Population
South Sudan observed population_year2000=6032267 persons.
South Sudan observed population_year2001=6308391 persons.
South Sudan observed population_year2002=6596806 persons.
South Sudan observed population_year2003=6903127 persons.
South Sudan observed population_year2004=7233041 persons.
South Sudan observed population_year2005=7590143 persons.
South Sudan observed population_year2006=7976526 persons.
South Sudan observed population_year2007=8388788 persons.
South Sudan observed population_year2008=8817647 persons.
South Sudan observed population_year2009=9243556 persons.
South Sudan observed population_year2010=9745953 persons.
South Sudan observed population_year2011=10288109 persons.
South Sudan observed population_year2012=10756240 persons.
South Sudan observed population_year2013=11166275 persons.
South Sudan observed population_year2014=11235073 persons.
South Sudan observed population_year2015=11107561 persons.
South Sudan observed population_year2016=10830102 persons.
South Sudan observed population_year2017=10259154 persons.
South Sudan observed population_year2018=10122977 persons.
South Sudan observed population_year2019=10423384 persons.
South Sudan observed population_year2020=10698467 persons.
South Sudan observed population_year2021=10865780 persons.
South Sudan observed population_year2022=11021177 persons.
South Sudan observed population_year2023=11483374 persons.
