Record: IBRD only (IBD), indicator=Total_Population
IBRD only observed population_year2000=3983328255 persons.
IBRD only observed population_year2001=4031080605 persons.
IBRD only observed population_year2002=4077229003 persons.
IBRD only observed population_year2003=4122775918 persons.
IBRD only observed population_year2004=4168676771 persons.
IBRD only observed population_year2005=4214082145 persons.
IBRD only observed population_year2006=4258827055 persons.
IBRD only observed population_year2007=4302067550 persons.
IBRD only observed population_year2008=4346234014 persons.
IBRD only observed population_year2009=4391389527 persons.
IBRD only observed population_year2010=4436714947 persons.
IBRD only observed population_year2011=4483152627 persons.
IBRD only observed population_year2012=4532100585 persons.
IBRD only observed population_year2013=4581958556 persons.
IBRD only observed population_year2014=4630607878 persons.
IBRD only observed population_year2015=4676773551 persons.
IBRD only observed population_year2016=4721566970 persons.
IBRD only observed population_year2017=4765773411 persons.
IBRD only observed population_year2018=4806981820 persons.
IBRD only observed population_year2019=4845075024 persons.
IBRD only observed population_year2020=4878296727 persons.
IBRD only observed population_year2021=4905212516 persons.
IBRD only observed population_year2022=4928196300 persons.
IBRD only observed population_year2023=4952212190 persons.
