Record: Brazil (BRA), indicator=Total_Population
Brazil observed population_year2000=174018282 persons.
Brazil observed population_year2001=176301203 persons.
Brazil observed population_year2002=178503484 persons.
Brazil observed population_year2003=180622688 persons.
Brazil observed population_year2004=182675143 persons.
Brazil observed population_year2005=184688101 persons.
Brazil observed population_year2006=186653106 persons.
Brazil observed population_year2007=188552320 persons.
Brazil observed population_year2008=190367302 persons.
Brazil observed population_year2009=192079951 persons.
Brazil observed population_year2010=193701929 persons.
Brazil observed population_year2011=195284734 persons.
Brazil observed population_year2012=196876111 persons.
Brazil observed population_year2013=198478299 persons.
Brazil observed population_year2014=200085127 persons.
Brazil observed population_year2015=201675532 persons.
Brazil observed population_year2016=203218114 persons.
Brazil observed population_year2017=204703445 persons.
Brazil observed population_year2018=206107261 persons.
Brazil observed population_year2019=207455459 persons.
Brazil observed population_year2020=208660842 persons.
Brazil observed population_year2021=209550294 persons.
Brazil observed population_year2022=210306415 persons.
Brazil observed population_year2023=211140729 persons.
