Record: Middle income (MIC), indicator=Total_Population
Middle income observed population_year2000=4491582042 persons.
Middle income observed population_year2001=4557281954 persons.
Middle income observed population_year2002=4620891319 persons.
Middle income observed population_year2003=4683580056 persons.
Middle income observed population_year2004=4746877931 persons.
Middle income observed population_year2005=4809774178 persons.
Middle income observed population_year2006=4872116354 persons.
Middle income observed population_year2007=4933710362 persons.
Middle income observed population_year2008=4996382425 persons.
Middle income observed population_year2009=5059811744 persons.
Middle income observed population_year2010=5123741911 persons.
Middle income observed population_year2011=5188568435 persons.
Middle income observed population_year2012=5255495302 persons.
Middle income observed population_year2013=5322303622 persons.
Middle income observed population_year2014=5388731311 persons.
Middle income observed population_year2015=5452914477 persons.
Middle income observed population_year2016=5515962374 persons.
Middle income observed population_year2017=5579081195 persons.
Middle income observed population_year2018=5640136670 persons.
Middle income observed population_year2019=5698581856 persons.
Middle income observed population_year2020=5753270728 persons.
Middle income observed population_year2021=5802247321 persons.
Middle income observed population_year2022=5846464711 persons.
Middle income observed population_year2023=5891100497 persons.
