Record: Lao PDR (LAO), indicator=Total_Population
Lao PDR observed population_year2000=5431212 persons.
Lao PDR observed population_year2001=5521482 persons.
Lao PDR observed population_year2002=5610889 persons.
Lao PDR observed population_year2003=5697945 persons.
Lao PDR observed population_year2004=5781626 persons.
Lao PDR observed population_year2005=5869523 persons.
Lao PDR observed population_year2006=5963200 persons.
Lao PDR observed population_year2007=6056236 persons.
Lao PDR observed population_year2008=6148969 persons.
Lao PDR observed population_year2009=6241642 persons.
Lao PDR observed population_year2010=6334194 persons.
Lao PDR observed population_year2011=6426590 persons.
Lao PDR observed population_year2012=6518978 persons.
Lao PDR observed population_year2013=6611385 persons.
Lao PDR observed population_year2014=6703172 persons.
Lao PDR observed population_year2015=6801645 persons.
Lao PDR observed population_year2016=6908802 persons.
Lao PDR observed population_year2017=7018147 persons.
Lao PDR observed population_year2018=7128045 persons.
Lao PDR observed population_year2019=7237636 persons.
Lao PDR observed population_year2020=7346533 persons.
Lao PDR observed population_year2021=7453194 persons.
Lao PDR observed population_year2022=7559007 persons.
Lao PDR observed population_year2023=7664993 persons.
