Record: Uzbekistan (UZB), indicator=Total_Population
Uzbekistan observed population_year2000=24787054 persons.
Uzbekistan observed population_year2001=25090283 persons.
Uzbekistan observed population_year2002=25399980 persons.
Uzbekistan observed population_year2003=25711259 persons.
Uzbekistan observed population_year2004=26029350 persons.
Uzbekistan observed population_year2005=26356975 persons.
Uzbekistan observed population_year2006=26699043 persons.
Uzbekistan observed population_year2007=27076008 persons.
Uzbekistan observed population_year2008=27494774 persons.
Uzbekistan observed population_year2009=27939328 persons.
Uzbekistan observed population_year2010=28385506 persons.
Uzbekistan observed population_year2011=28823196 persons.
Uzbekistan observed population_year2012=29261903 persons.
Uzbekistan observed population_year2013=29724065 persons.
Uzbekistan observed population_year2014=30222994 persons.
Uzbekistan observed population_year2015=30749346 persons.
Uzbekistan observed population_year2016=31284568 persons.
Uzbekistan observed population_year2017=31819178 persons.
Uzbekistan observed population_year2018=32373490 persons.
Uzbekistan observed population_year2019=32964701 persons.
Uzbekistan observed population_year2020=33586372 persons.
Uzbekistan observed population_year2021=34243696 persons.
Uzbekistan observed population_year2022=34938955 persons.
Uzbekistan observed population_year2023=35652307 persons.
