Record: IDA blend (IDB), indicator=Total_Population
IDA blend observed population_year2000=394129957 persons.
IDA blend observed population_year2001=404662385 persons.
IDA blend observed population_year2002=414935066 persons.
IDA blend observed population_year2003=425311302 persons.
IDA blend observed population_year2004=436147454 persons.
IDA blend observed population_year2005=447132945 persons.
IDA blend observed population_year2006=458394453 persons.
IDA blend observed population_year2007=470476526 persons.
IDA blend observed population_year2008=482975881 persons.
IDA blend observed population_year2009=495610570 persons.
IDA blend observed population_year2010=508422508 persons.
IDA blend observed population_year2011=520984443 persons.
IDA blend observed population_year2012=532980174 persons.
IDA blend observed population_year2013=544442648 persons.
IDA blend observed population_year2014=555868551 persons.
IDA blend observed population_year2015=567234056 persons.
IDA blend observed population_year2016=578463670 persons.
IDA blend observed population_year2017=590024074 persons.
IDA blend observed population_year2018=601951913 persons.
IDA blend observed population_year2019=614017319 persons.
IDA blend observed population_year2020=626440308 persons.
IDA blend observed population_year2021=639196319 persons.
IDA blend observed population_year2022=651895919 persons.
IDA blend observed population_year2023=664395892 persons.
