Record: United States (USA), indicator=Total_Population
United States observed population_year2000=282162411 persons.
United States observed population_year2001=284968955 persons.
United States observed population_year2002=287625193 persons.
United States observed population_year2003=290107933 persons.
United States observed population_year2004=292805298 persons.
United States observed population_year2005=295516599 persons.
United States observed population_year2006=298379912 persons.
United States observed population_year2007=301231207 persons.
United States observed population_year2008=304093966 persons.
United States observed population_year2009=306771529 persons.
United States observed population_year2010=309378227 persons.
United States observed population_year2011=311839461 persons.
United States observed population_year2012=314339099 persons.
United States observed population_year2013=316726282 persons.
United States observed population_year2014=319257560 persons.
United States observed population_year2015=321815121 persons.
United States observed population_year2016=324353340 persons.
United States observed population_year2017=326608609 persons.
United States observed population_year2018=328529577 persons.
United States observed population_year2019=330226227 persons.
United States observed population_year2020=331577720 persons.
United States observed population_year2021=332099760 persons.
United States observed population_year2022=334017321 persons.
United States observed population_year2023=336806231 persons.
