Record: High income (HIC), indicator=Total_Population
High income observed population_year2000=1255696330 persons.
High income observed population_year2001=1262093741 persons.
High income observed population_year2002=1268559564 persons.
High income observed population_year2003=1275200577 persons.
High income observed population_year2004=1282168195 persons.
High income observed population_year2005=1289125857 persons.
High income observed population_year2006=1296891494 persons.
High income observed population_year2007=1305578110 persons.
High income observed population_year2008=1314671040 persons.
High income observed population_year2009=1322754052 persons.
High income observed population_year2010=1328657754 persons.
High income observed population_year2011=1334557663 persons.
High income observed population_year2012=1342428400 persons.
High income observed population_year2013=1350149879 persons.
High income observed population_year2014=1357496263 persons.
High income observed population_year2015=1366013614 persons.
High income observed population_year2016=1374284415 persons.
High income observed population_year2017=1380319892 persons.
High income observed population_year2018=1385103279 persons.
High income observed population_year2019=1389770301 persons.
High income observed population_year2020=1393472875 persons.
High income observed population_year2021=1391814501 persons.
High income observed population_year2022=1398001706 persons.
High income observed population_year2023=1408190184 persons.
