Record: IDA total (IDA), indicator=Total_Population
IDA total observed population_year2000=1133395252 persons.
IDA total observed population_year2001=1161268165 persons.
IDA total observed population_year2002=1189916772 persons.
IDA total observed population_year2003=1219064128 persons.
IDA total observed population_year2004=1248451458 persons.
IDA total observed population_year2005=1278398885 persons.
IDA total observed population_year2006=1309409307 persons.
IDA total observed population_year2007=1341438373 persons.
IDA total observed population_year2008=1373831893 persons.
IDA total observed population_year2009=1406604878 persons.
IDA total observed population_year2010=1439930635 persons.
IDA total observed population_year2011=1473566366 persons.
IDA total observed population_year2012=1506857958 persons.
IDA total observed population_year2013=1538498334 persons.
IDA total observed population_year2014=1570999900 persons.
IDA total observed population_year2015=1604188279 persons.
IDA total observed population_year2016=1638586691 persons.
IDA total observed population_year2017=1674238410 persons.
IDA total observed population_year2018=1711076534 persons.
IDA total observed population_year2019=1749141428 persons.
IDA total observed population_year2020=1788173625 persons.
IDA total observed population_year2021=1827438519 persons.
IDA total observed population_year2022=1866528090 persons.
IDA total observed population_year2023=1906309321 persons.
