Record: Pakistan (PAK), indicator=Total_Population
Pakistan observed population_year2000=154879127 persons.
Pakistan observed population_year2001=159270907 persons.
Pakistan observed population_year2002=163222549 persons.
Pakistan observed population_year2003=167110248 persons.
Pakistan observed population_year2004=171286000 persons.
Pakistan observed population_year2005=175453212 persons.
Pakistan observed population_year2006=179682690 persons.
Pakistan observed population_year2007=184493231 persons.
Pakistan observed population_year2008=189499113 persons.
Pakistan observed population_year2009=194376534 persons.
Pakistan observed population_year2010=199239047 persons.
Pakistan observed population_year2011=203746065 persons.
Pakistan observed population_year2012=207667125 persons.
Pakistan observed population_year2013=211073978 persons.
Pakistan observed population_year2014=214264647 persons.
Pakistan observed population_year2015=217290883 persons.
Pakistan observed population_year2016=220138869 persons.
Pakistan observed population_year2017=223273967 persons.
Pakistan observed population_year2018=226928892 persons.
Pakistan observed population_year2019=230800899 persons.
Pakistan observed population_year2020=235001746 persons.
Pakistan observed population_year2021=239477801 persons.
Pakistan observed population_year2022=243700667 persons.
Pakistan observed population_year2023=247504495 persons.
