Record: IDA only (IDX), indicator=Total_Population
IDA only observed population_year2000=739265295 persons.
IDA only observed population_year2001=756605780 persons.
IDA only observed population_year2002=774981706 persons.
IDA only observed population_year2003=793752826 persons.
IDA only observed population_year2004=812304004 persons.
IDA only observed population_year2005=831265940 persons.
IDA only observed population_year2006=851014854 persons.
IDA only observed population_year2007=870961847 persons.
IDA only observed population_year2008=890856012 persons.
IDA only observed population_year2009=910994308 persons.
IDA only observed population_year2010=931508127 persons.
IDA only observed population_year2011=952581923 persons.
IDA only observed population_year2012=973877784 persons.
IDA only observed population_year2013=994055686 persons.
IDA only observed population_year2014=1015131349 persons.
IDA only observed population_year2015=1036954223 persons.
IDA only observed population_year2016=1060123021 persons.
IDA only observed population_year2017=1084214336 persons.
IDA only observed population_year2018=1109124621 persons.
IDA only observed population_year2019=1135124109 persons.
IDA only observed population_year2020=1161733317 persons.
IDA only observed population_year2021=1188242200 persons.
IDA only observed population_year2022=1214632171 persons.
IDA only observed population_year2023=1241913429 persons.
